WKT,osm_id,name,type,population
"POINT (21.85 51.6833333)",31872854,Marianów,village,0
"POINT (21.4 51.5666667)",31872862,Marianów,village,0
"POINT (21.8166667 51.45)",31872878,Marianów,village,0
"POINT (20.0 51.2666667)",31872884,Marianów,village,140
"POINT (21.45 51.1833333)",31872889,Marianów,village,0
"POINT (21.8 51.0833333)",31872899,Marianów,village,50
"POINT (22.3166667 51.3)",31872915,Marianka Ożarowska,village,0
"POINT (22.1348004 51.3149795)",31872947,Mareczki,village,0
"POINT (21.21473 51.09447)",31872953,Marcule,village,0
"POINT (20.1333333 51.2166667)",31873020,Marcinków,village,0
"POINT (20.97702 51.09132)",31873026,Marcinków,village,674
"POINT (20.5 51.8)",31873033,Marchaty,village,0
"POINT (21.15 51.1333333)",31873051,Małyszyn,village,0
"POINT (23.6166667 51.3666667)",31873057,Małoziemce,village,0
"POINT (21.3333333 51.2)",31873069,Małomierzyce-Zalaski,village,0
"POINT (21.35 51.2)",31873075,Małomierzyce,village,0
"POINT (21.1333333 51.3)",31873086,Maliszów,village,0
"POINT (22.2333333 51.3333333)",31873101,Małe Piotrowice,village,0
"POINT (20.1833333 51.1833333)",31873107,Maleniec,village,150
"POINT (20.0166667 51.4)",31873115,Małe Końskie,village,0
"POINT (21.2666667 51.4)",31873124,Małęczyn Folwarczny,village,0
"POINT (21.25 51.75)",31873153,Małęczyn,village,0
"POINT (21.2666667 51.3833333)",31873163,Małęczyn,village,940
"POINT (20.0 51.6166667)",31873171,Małecz,village,490
"POINT (21.1333333 51.6833333)",31873177,Małe Boże,village,0
"POINT (21.1833333 51.3666667)",31873184,Malczów,village,0
"POINT (22.3833333 51.8666667)",31873189,Malcanów,village,157
"POINT (20.2166667 51.6333333)",31873192,Mała Wola,village,0
"POINT (21.65 51.6833333)",31873202,Malamówka,village,0
"POINT (20.4833333 51.1166667)",31873207,Małachów,village,140
"POINT (20.9 51.5166667)",31873212,Maksymilianów,village,0
"POINT (20.0544569 51.948201)",31873222,Maków,village,1600
"POINT (21.3 51.5333333)",31873245,Mąkosy,village,0
"POINT (20.9111 51.09569)",31873251,Majków,village,948
"POINT (20.7701482 51.1668572)",31873255,Ciechostowice,village,892
"POINT (22.5333333 51.2166667)",31873272,Majdan Wrotkowski,village,0
"POINT (23.2833333 51.1333333)",31873277,Majdan Stary,village,0
"POINT (23.2833333 51.1333333)",31873287,Majdan Stajne,village,0
"POINT (22.35 51.05)",31873293,Majdan Sobieszczański,village,0
"POINT (23.7166667 51.1)",31873302,Majdan Skordiów,village,0
"POINT (23.0166667 51.1833333)",31873307,Majdan Siostrzytowski,village,0
"POINT (23.3333333 51.0833333)",31873313,Majdan Rybie,village,0
"POINT (22.2333333 51.05)",31873319,Majdan Radliński,village,0
"POINT (22.7666667 51.0833333)",31873325,Majdan Policki,village,0
"POINT (22.6666667 51.0333333)",31873330,Majdan Piotrków,village,0
"POINT (22.6833333 51.15)",31873336,Majdan Mętowski,village,180
"POINT (23.05 51.0166667)",31873343,Majdan Krzywski,village,0
"POINT (22.45 51.1333333)",31873349,Majdan Krężnicki,village,0
"POINT (20.7166667 51.1833333)",31873376,Majdanki,village,136
"POINT (22.7342898 51.1319401)",31873383,Majdan Kawenczyński,village,0
"POINT (23.6 51.0666667)",31873387,Majdan Kamieniecki,village,0
"POINT (22.6833333 51.0833333)",31873395,Majdan Chmiel,village,0
"POINT (22.0 51.1166667)",31873406,Majdan Borzechowski,village,0
"POINT (22.1833333 51.1166667)",31873414,Majdan Borowski,village,0
"POINT (21.4 51.7666667)",31873435,Magnuszew,village,800
"POINT (21.2166667 51.8666667)",31873438,Magierowa Wola,village,210
"POINT (21.2166667 51.3166667)",31873445,Magierów,village,0
"POINT (23.5166667 51.3833333)",31873477,Macoszyn,village,0
"POINT (21.4333333 51.6)",31873485,Maciejowice,village,0
"POINT (20.9166667 51.9)",31873490,Maciejewice,village,0
"POINT (21.8333333 51.25)",31873494,Machow-Czupel,village,0
"POINT (20.7 51.85)",31873500,Machnatka,village,140
"POINT (21.15 51.9166667)",31873504,Machcin,village,0
"POINT (20.926774 51.1202806)",31873508,Łyżwy,suburb,0
"POINT (20.3166667 51.0166667)",31873510,Łysów,village,70
"POINT (22.2666667 51.6)",31873512,Łysobyki,village,0
"POINT (22.6666667 51.3)",31873513,Łysaków,village,0
"POINT (20.9833333 51.7833333)",31873520,Łychów,village,0
"POINT (20.5 51.7166667)",31873522,Lutobory,village,0
"POINT (20.6166667 51.9166667)",31873525,Lutkówka,village,100
"POINT (20.5833333 51.0833333)",31873528,Luta,village,400
"POINT (20.65 51.35)",31873530,Lusztyk,village,0
"POINT (22.7333333 51.3)",31873533,Łuszczów,village,0
"POINT (21.2833333 51.5833333)",31873548,Łukawska Wola,village,0
"POINT (21.2666667 51.5833333)",31873555,Łukawa,village,0
"POINT (20.6666667 51.65)",31873558,Ługowice,village,200
"POINT (21.0166667 51.9666667)",31873626,Ludwików,village,40
"POINT (20.1333333 51.9333333)",31873630,Ludwików,village,70
"POINT (20.1000018 51.9000026)",31873633,Nowe Rowiska,village,0
"POINT (20.0666667 51.5333333)",31873637,Ludwików,village,0
"POINT (21.05 51.5166667)",31873642,Ludwików,village,0
"POINT (22.7833333 51.3)",31873647,Ludwików,village,0
"POINT (21.54099 51.12153)",31873652,Ludwików,village,0
"POINT (22.0333333 51.0833333)",31873656,Ludwików,village,0
"POINT (21.5166667 51.6166667)",31873658,Łuczynów Stary,village,0
"POINT (21.6833333 51.4)",31873659,Łuczynów,village,0
"POINT (21.5 51.95)",31873665,Łucznica,village,0
"POINT (21.59346 51.1379)",31873671,Lucjanów,village,0
"POINT (21.8333333 51.2833333)",31873681,Lucimia,village,0
"POINT (20.0666667 51.5666667)",31873694,Luboszewy,village,0
"POINT (21.85 51.2333333)",31873705,Lubomirka,village,0
"POINT (20.3833333 51.6166667)",31873707,Lubocz,village,0
"POINT (20.0333333 51.6)",31873712,Lubochnia Górki,village,0
"POINT (20.0666667 51.6166667)",31873715,Lubochnia,village,684
"POINT (20.0333333 51.6166667)",31873720,Lubochenek,village,0
"POINT (20.4824596 51.9733589)",31873726,Lublinów,village,0
"POINT (22.7166667 51.6333333)",31873733,Łubka,village,0
"POINT (22.8166667 51.25)",31873748,Lubieniec,village,0
"POINT (21.1833333 51.0666667)",31873754,Lubienia,village,1094
"POINT (21.8333333 51.0666667)",31873814,Łopoczno,village,0
"POINT (23.0333333 51.05)",31873825,Łopiennik Górny,village,563
"POINT (22.2333333 51.0666667)",31873837,Łopiennik,village,0
"POINT (23.05 51.0333333)",31873857,Łopiennik,village,0
"POINT (20.15 51.45)",31873888,Łokietka,village,0
"POINT (20.7 51.5166667)",31873897,Łojków,village,0
"POINT (20.05 51.7333333)",31873904,Łochówek,village,0
"POINT (20.1 51.75)",31873911,Łochów,village,0
"POINT (20.0668898 51.8709572)",31873918,Lnisno,village,407
"POINT (20.3333333 51.95)",31873936,Lisowola,village,0
"POINT (20.9333333 51.9)",31873941,Lisówek,village,70
"POINT (20.35 51.8833333)",31873950,Lisna,village,130
"POINT (21.9833333 51.8833333)",31873955,Lisikierz,village,0
"POINT (20.45 51.0333333)",31873958,Lisie Jamy,village,86
"POINT (21.6516627 51.1593382)",31873964,Lipsko,town,5890
"POINT (21.2333333 51.65)",31873967,Lipskie Budy,village,0
"POINT (21.25 51.6333333)",31873970,Lipska Wola,village,0
"POINT (23.1333333 51.1666667)",31873979,Lipówki,village,168
"POINT (20.88973 51.14715)",31873984,Lipowe Pole,village,0
"POINT (20.6333333 51.7)",31874005,Lipna,village,0
"POINT (20.9833333 51.25)",31874017,Lipienice Drugie,village,0
"POINT (20.9833333 51.25)",31874022,Lipienice,village,0
"POINT (21.60994 51.1535)",31874039,Lipa Miklas,village,0
"POINT (21.61234 51.14883)",31874043,Lipa Krępa,village,0
"POINT (21.5166667 51.4)",31874052,Linów,village,0
"POINT (20.2166667 51.8166667)",31874056,Linków,village,0
"POINT (21.1833283 51.95)",31874061,Linin,village,0
"POINT (20.6166667 51.5666667)",31874070,Ligęzów,village,0
"POINT (20.2666667 51.55)",31874076,Liciążna,village,0
"POINT (20.3333333 51.4333333)",31874087,Libiszów,village,350
"POINT (20.9833333 51.7666667)",31874092,Leżne,village,0
"POINT (21.3333333 51.6333333)",31874097,Leżenice,village,220
"POINT (21.5166667 51.8)",31874105,Lewików,village,0
"POINT (21.3333333 51.55)",31874114,Lewaszówka,village,0
"POINT (20.25 51.05)",31874119,Lewaszów,village,0
"POINT (22.6333333 51.0166667)",31874125,Lewandowszczyzna,village,0
"POINT (21.7333333 51.9333333)",31874129,Łętów,village,0
"POINT (21.9107853 51.7878273)",31874134,Letnisko,suburb,0
"POINT (20.903971 51.9109512)",31874139,Lesznowola,village,750
"POINT (21.65 51.9166667)",31874148,Leszczyny,village,12454
"POINT (21.5333333 51.2)",31874153,Leszczyny,village,0
"POINT (20.75 51.2)",31874159,Leszczyny,village,44
"POINT (22.2 51.0166667)",31874163,Leszczyna,village,0
"POINT (22.0333333 51.2)",31874187,Leśniczówka,village,0
"POINT (21.4931 51.05334)",31874191,Leśniczówka,village,0
"POINT (22.3666667 51.05)",31874196,Leśniczówka,village,0
"POINT (21.8 51.0166667)",31874200,Leśne Chałupy,village,70
"POINT (20.1 51.95)",31874208,Leśna Kolonia,village,0
"POINT (20.05 51.6833333)",31874215,Lesisko,village,0
"POINT (20.3666667 51.8)",31874226,Lesiew,village,0
"POINT (20.25 51.7333333)",31874237,Leopoldów,village,0
"POINT (21.60253 51.1199)",31874241,Leopoldów,village,0
"POINT (21.55 51.7666667)",31874244,Leonów,village,0
"POINT (22.0 51.1166667)",31874252,Leonin,village,0
"POINT (22.2833333 51.7)",31874254,Leonardów,village,0
"POINT (21.6333333 51.7833333)",31874262,Leokadia,village,0
"POINT (23.5166667 51.8666667)",31874265,Leniuszki,village,0
"POINT (22.15 51.65)",31874269,Lendówka,village,0
"POINT (20.6166667 51.2)",31874280,Lelitków,village,190
"POINT (21.3333333 51.7166667)",31874283,Łękawica,village,0
"POINT (20.9166667 51.7333333)",31874287,Lekarcice,village,0
"POINT (20.5333333 51.6166667)",31874301,Łęgonice Małe,village,160
"POINT (20.5333333 51.6166667)",31874305,Łęgonice,village,440
"POINT (23.1166667 51.0166667)",31874311,Łęczyńska,village,0
"POINT (20.15 51.65)",31874327,Lechów,village,0
"POINT (21.1166667 51.75)",31874328,Lechanice,village,150
"POINT (20.9333333 51.3333333)",31874330,Łaziska,village,580
"POINT (21.8166667 51.35)",31874339,Ławecko,village,0
"POINT (21.4 51.65)",31874340,Łaszówka,village,0
"POINT (20.6833333 51.8)",31874341,Łaszczyn,village,0
"POINT (20.4 51.7333333)",31874342,Łaszczyn,village,0
"POINT (21.9833333 51.5833333)",31874352,Lasoń,village,0
"POINT (20.8833333 51.9333333)",31874355,Las Lesznowolski,village,0
"POINT (21.5166667 51.2166667)",31874375,Łasiska,village,0
"POINT (21.6833333 51.1)",31874379,Las Gliniański,village,400
"POINT (23.2666667 51.5)",31874383,Lasek Bruski,village,0
"POINT (21.8166667 51.2166667)",31874387,Las Dębowy,village,300
"POINT (22.3555557 51.937615)",31874391,Łapiguz,village,0
"POINT (21.8333333 51.9833333)",31874404,Laliny,village,0
"POINT (20.3666667 51.9333333)",31874416,Łajszczew Stary,village,0
"POINT (20.3666667 51.95)",31874420,Łajszczew Nowy,village,0
"POINT (21.7833333 51.3666667)",31874424,Łaguszów,village,0
"POINT (23.8166667 51.1)",31874432,Ladyniska,village,0
"POINT (21.1666667 51.25)",31874436,Łączany,village,0
"POINT (23.45 51.65)",31874441,Lack,village,0
"POINT (21.5666667 51.6666667)",31874455,Kuźmy,village,0
"POINT (21.7333333 51.4166667)",31874465,Kuszlów,village,80
"POINT (20.2833333 51.8333333)",31874469,Kurzeszynek,village,0
"POINT (20.2833333 51.8333333)",31874474,Kurzeszyn,village,650
"POINT (21.9 51.7166667)",31874478,Kurzelaty,village,0
"POINT (20.4833333 51.3333333)",31874483,Kurzacze,village,0
"POINT (21.37249 51.01152)",31874487,Kurzacze,village,56
"POINT (20.4166667 51.3333333)",31874495,Kuraszków,village,0
"POINT (20.4666667 51.3166667)",31874499,Kupimierz,village,98
"POINT (20.1833333 51.4166667)",31874503,Kuniczki,village,0
"POINT (21.45 51.2166667)",31874504,Kunegundow,village,0
"POINT (23.55 51.0333333)",31874505,Kumów Ryzdowy,village,0
"POINT (23.55 51.0333333)",31874506,Kumów Majoracki,village,0
"POINT (23.2162076 51.5061198)",31874512,Kułaków,village,0
"POINT (21.0166667 51.8833333)",31874518,Kukały,village,0
"POINT (22.8166667 51.45)",31874527,Kujawiaki,village,0
"POINT (23.1123988 51.7435408)",31874533,Kudry,village,0
"POINT (20.3833333 51.65)",31874538,Kuczyzna,village,0
"POINT (20.6262359 51.0781463)",31874545,Kucębów,village,380
"POINT (20.2 51.7333333)",31874551,Księża Wola,village,0
"POINT (21.15 51.6666667)",31874563,Ksawerów Stary,village,0
"POINT (21.1333333 51.65)",31874567,Ksawerów Nowy,village,0
"POINT (22.9 51.0333333)",31874572,Ksawerówka,village,290
"POINT (21.0666657 51.0333352)",31874580,Krzyżowa Wola,village,0
"POINT (21.42064 51.08368)",31874581,Krzyżanówka,village,0
"POINT (21.25 51.2)",31874582,Krzyżanowice,village,0
"POINT (20.1966076 51.8610803)",31874583,Krzyżanów,village,0
"POINT (23.2662005 51.1667791)",31874585,Krzywowola,village,0
"POINT (23.4833333 51.0666667)",31874587,Krzywiczki,village,0
"POINT (21.5333333 51.8166667)",31874590,Krzywda,village,0
"POINT (21.7333333 51.3166667)",31874591,Krzywda,village,0
"POINT (21.6333333 51.1333333)",31874592,Krzywda,village,0
"POINT (21.2 51.4666667)",31874594,Krzewień,village,0
"POINT (21.15 51.1333333)",31874602,Krzewa,village,90
"POINT (21.1166667 51.8166667)",31874603,Krześniaków,village,120
"POINT (20.6166667 51.4166667)",31874604,Krzesławice,village,0
"POINT (22.8 51.25)",31874605,Krzesimów,village,0
"POINT (20.4333333 51.4166667)",31874606,Krzczonów,village,578
"POINT (22.922249 51.3792917)",31874607,Krzczeń,village,0
"POINT (20.85 51.3)",31874608,Krzcięcin,village,85
"POINT (21.9 51.9166667)",31874615,Kruszówka,village,0
"POINT (20.7833333 51.9333333)",31874616,Kruszewek,village,0
"POINT (20.7833333 51.9166667)",31874617,Kruszew,village,0
"POINT (21.1 51.1833333)",31874618,Krupów,village,110
"POINT (23.2 51.0333333)",31874619,Krupiec,village,0
"POINT (23.2333333 51.0333333)",31874620,Krupe Drugie,village,0
"POINT (22.3833333 51.4)",31874622,Kruk,village,0
"POINT (20.8166667 51.0666667)",31874623,Kruk,village,0
"POINT (21.1666667 51.4833333)",31874624,Krucica,village,0
"POINT (23.1666667 51.1666667)",31874625,Krowica,village,0
"POINT (23.1399761 51.568188)",31874626,Kropiwki,village,0
"POINT (21.249993 51.9333382)",31874627,Królewski Las,village,0
"POINT (22.8166667 51.6666667)",31874628,Królewski Dwór,village,0
"POINT (20.4333333 51.0666667)",31874629,Królewiec,village,490
"POINT (21.0166667 51.3333333)",31874632,Krogulcza,village,0
"POINT (21.5333333 51.3)",31874634,Kroczów,village,0
"POINT (22.05 51.6833333)",31874635,Kroczew,village,0
"POINT (20.932568 51.8660169)",31874636,Krobowska Wola,village,0
"POINT (20.9333333 51.8666667)",31874637,Krobów Nowy,village,0
"POINT (20.9166667 51.8488773)",31874638,Krobów,village,0
"POINT (21.0932189 51.8780553)",31874642,Krężel,village,191
"POINT (20.0833333 51.9333333)",31874643,Krężce,village,0
"POINT (21.6166667 51.7333333)",31874644,Krępa Nowa,village,130
"POINT (21.56157 51.15526)",31874645,Krępa Kościelna,village,0
"POINT (22.4166667 51.1166667)",31874646,Krębsówka,village,280
"POINT (20.8333333 51.2833333)",31874647,Krawara,village,40
"POINT (23.4 51.4166667)",31874648,Kratie,village,0
"POINT (20.4168419 51.3792866)",31874649,Kraszków,village,0
"POINT (21.55 51.5)",31874653,Krasna Dąbrowa,village,0
"POINT (21.4666667 51.7166667)",31874654,Kraski Górne,village,75
"POINT (20.0666667 51.3166667)",31874655,Krasik,village,0
"POINT (20.7166667 51.4)",31874658,Krajów,village,100
"POINT (22.1166667 51.2166667)",31874659,Kraczewice,village,0
"POINT (20.8666667 51.6166667)",31874661,Kożuchów,village,170
"POINT (22.4166667 51.2166667)",31874662,Kozubszczyzna,village,750
"POINT (23.1833333 51.3833333)",31874663,Kozubata,village,0
"POINT (20.34801 51.05728)",31874664,Kozów,village,400
"POINT (20.6 51.3666667)",31874665,Kozłowiec,village,0
"POINT (20.8333333 51.55)",31874666,Kozłów,village,100
"POINT (21.25 51.4666667)",31874667,Kozłów,village,0
"POINT (22.6333333 51.7833333)",31874668,Kozirynek Stary,village,0
"POINT (22.6666667 51.7833333)",31874669,Kozirynek Nowy,village,0
"POINT (21.2666667 51.7166667)",31874670,Koziołek,village,90
"POINT (21.0666667 51.45)",31874671,Kozinki,village,0
"POINT (20.1166667 51.3666667)",31874674,Kozienin,village,0
"POINT (20.7 51.5333333)",31874675,Kozieniec,village,0
"POINT (22.7666667 51.1166667)",31874680,Kozice Górne Pierwsze,village,0
"POINT (22.7666667 51.1166667)",31874681,Kozice Górne,village,0
"POINT (22.8 51.1166667)",31874682,Kozice Dolne,village,0
"POINT (21.7833333 51.6833333)",31874683,Kozice,village,0
"POINT (20.9833333 51.4833333)",31874684,Kozia Wola,village,0
"POINT (20.5333333 51.1666667)",31874685,Kozia Wola,village,730
"POINT (22.05 51.0333333)",31874686,Kozarow,village,0
"POINT (23.5166667 51.1666667)",31874687,Koza Gotówka,village,0
"POINT (21.7 51.7833333)",31874688,Kownacica,village,280
"POINT (20.4166667 51.8833333)",31874690,Kowiesy,village,150
"POINT (20.5333333 51.9)",31874691,Kowiesowo,village,0
"POINT (21.4 51.25)",31874692,Kowalków,village,0
"POINT (21.0833333 51.3333333)",31874693,Kowala Stępocina,village,0
"POINT (21.0 51.3833333)",31874694,Kowalanka,village,0
"POINT (20.9833333 51.4)",31874695,Kowala Duszocina,village,0
"POINT (21.0833333 51.2333333)",31874697,Kowala,village,990
"POINT (22.05 51.2166667)",31874698,Kowala,village,0
"POINT (20.0166667 51.3166667)",31874699,Kotuszów Poręba,village,0
"POINT (20.0 51.3333333)",31874700,Kotuszów,village,280
"POINT (21.4275 51.10411)",31874702,Kotłowacz,village,0
"POINT (21.28865 51.14382)",31874704,Kotlarka,village,0
"POINT (20.8 51.25)",31874705,Koszorów,village,142
"POINT (23.25 51.5166667)",31874707,Koszelowiec,village,0
"POINT (21.55 51.4)",31874708,Koszary,village,0
"POINT (21.25144 51.1226)",31874709,Koszary,village,0
"POINT (21.2666667 51.9833333)",31874711,Kosumce,village,280
"POINT (21.6666667 51.0833333)",31874712,Kostusin,village,0
"POINT (21.2333333 51.6166667)",31874715,Kosny,village,0
"POINT (22.9166667 51.0833333)",31874716,Kosnowice,village,0
"POINT (20.9052887 51.9189967)",31874717,Kośmin,village,0
"POINT (21.9 51.2333333)",31874719,Kosiorów,village,0
"POINT (21.4166667 51.45)",31874720,Kościuszków,village,0
"POINT (21.4537614 51.9089695)",31874722,Kościeliska,village,0
"POINT (20.8166667 51.3166667)",31874723,Korzyce,village,116
"POINT (20.8833333 51.65)",31874725,Korzeń,village,130
"POINT (22.0333333 51.8)",31874726,Koryczany,village,0
"POINT (20.8333333 51.35)",31874727,Koryciska,village,300
"POINT (20.4166667 51.2166667)",31874729,Kornica,village,460
"POINT (20.4215398 51.9547665)",31874731,Korabiewice,village,0
"POINT (23.5666667 51.9666667)",31874732,Kopytów,village,0
"POINT (20.5 51.8166667)",31874734,Koprzywna,village,0
"POINT (20.5666667 51.1333333)",31874735,Koprusa,village,0
"POINT (22.1333333 51.9)",31874739,Kopina,village,350
"POINT (20.3 51.2166667)",31874754,Kopaniny,village,0
"POINT (21.8666667 51.1166667)",31874759,Kopanina Kamienska,village,250
"POINT (21.8666667 51.1)",31874762,Kopanina Kaliszańska,village,198
"POINT (20.8666667 51.95)",31874765,Kopana,village,0
"POINT (20.5333333 51.0666667)",31874766,Kontrewers,village,61
"POINT (23.4166667 51.3833333)",31874767,Konstantynówka,village,0
"POINT (20.4130896 51.1941859)",31874770,Końskie,town,22
"POINT (23.7 51.1)",31874771,Konotopy,village,0
"POINT (22.25 51.7)",31874772,Konorzatka,village,220
